,id,SAT,WBT,ATin,ATout,ET,DI,MDI,HMI,NET,sWBGT,WCT,HI,year,month,day
19295,53486,17.4,9.133783873,16.10614107,15.04203734,14.53472,13.26689194,13.4623379,15.37530621,10.65270855,16.30338837,17.57971159,16.03111111,2016,5,8
568017,54421,-3.2,-6.632096354,-3.861425088,-7.565204625,1.88992,-4.916048177,-6.190072266,-7.788998347,-10.55621378,2.809017911,-7.263720757,-6.524444444,2007,1,28
855330,54601,6.6,2.024008953,5.800867439,4.254334036,7.89472,4.312004476,4.026006714,3.642890284,2.281113034,9.52013138,6.017174366,4.568888889,2009,3,27
309388,53882,2.2,1.485612483,2.188879468,-0.380291393,5.02984,1.842806242,1.950209363,0.343820656,-6.93737312,7.804207413,0.090454073,0.903888889,2015,11,18
1003603,54632,22.4,20.87448603,24.55078348,23.7371668,17.87648,21.63724301,24.16786452,30.0830283,17.42777442,26.00631777,23.50489372,22.99333333,2003,8,15
129035,53685,20.1,14.092541,19.89759952,19.55863593,16.271292,17.0962705,18.20740575,21.37663878,14.72490373,20.16988459,21.06851068,19.53116667,2019,9,2
93405,53594,23,13.94493049,22.02256456,21.95096778,17.982,18.47246524,19.19869787,22.90547551,16.7446805,20.84412669,24.35332616,22.26944444,2009,7,1
679284,54503,0.6,-2.610798024,0.049658657,-2.195855767,4.146432,-1.005399012,-1.730098518,-2.940911892,-4.01426198,5.705108418,-0.757151551,-1.801333333,2020,12,6
381999,53897,26.3,21.56491622,27.86428974,27.86862704,20.21032,23.93245811,26.16768716,33.28993159,21.52522236,27.72727212,28.1734957,26.70888889,2014,8,24
170705,53694,8.2,5.404275243,7.948912794,6.402920722,8.868664,6.802137621,7.169206432,6.949904806,2.577504209,11.63499422,7.582965026,6.937277778,2018,11,13
678762,54503,26,22.29958842,28.01853707,28.20776098,20.0672,24.14979421,26.60469131,34.07630611,21.93639252,28.32575032,27.87494868,26.56166667,2012,8,29
1002565,54632,-3,-4.677528266,-3.218652782,-6.485138892,1.7944,-3.838764133,-4.6481462,-6.430598274,-12.56258031,3.741952077,-6.233636981,-5.207777778,2013,2,9
59212,53580,7.6,0.569669765,6.128140835,4.755491668,8.54176,4.084834882,3.315252324,3.146255607,4.006082489,9.028306127,7.146228685,4.911666667,2007,4,4
284321,53797,13.6,10.21188562,13.57460562,12.0318233,12.25936,11.90594281,12.82691422,14.0105792,6.804033745,15.87167278,13.131883,12.81722222,2019,10,5
617591,54434,-5.8,-8.57445025,-6.234102979,-9.211639072,0.22928,-7.187225125,-8.634837687,-10.34021002,-9.423988967,1.369334223,-7.983099196,-9.123333333,2009,12,21
629988,54437,-2.8,-6.298573553,-3.473111931,-6.610738119,2.131584,-4.549286777,-5.787930165,-7.337707625,-8.421535885,3.072104596,-5.870038462,-6.063555556,2019,1,17
443615,53987,20.9,17.50290473,21.89565116,21.4079556,16.85828,19.20145236,21.06917855,25.36331919,15.87688699,22.87796776,21.91558944,20.95166667,2013,9,29
46995,53498,8.3,0.860669911,6.745270012,4.159063647,8.96844,4.580334955,3.799502433,3.77840678,1.196142048,9.377205066,6.274313466,5.629444444,2015,3,20
985149,54627,8.7,4.767085569,8.163429375,5.529753977,9.18932,6.733542784,6.881314177,6.830059171,0.150062474,11.47997156,6.758566922,7.166111111,2007,11,3
327468,53886,16,11.64386177,15.89829367,15.21799425,13.7488,13.82193089,14.81289633,16.70269152,11.0043345,17.43913369,16.48127843,15.27444444,2011,9,21
458104,53991,-2.3,-6.017426617,-3.063798452,-6.266816774,2.46748,-4.158713309,-5.387069963,-6.965691091,-7.963504464,3.265060038,-5.534170319,-5.665,2009,1,11
787389,54529,22.2,20.54917931,24.24445666,23.7429606,17.74456,21.37458966,23.84788449,29.57415307,17.69174384,25.67439758,23.39588281,22.74722222,2011,9,15
626138,54436,1.5,-1.488177999,1.008926363,-2.960521488,4.6892,0.005911,-0.546133499,-1.709460934,-9.522180576,6.449900276,-2.523804743,-0.675555556,2013,3,21
571969,54423,19.6,17.39161863,20.84448134,20.3826194,16.07488,18.49580932,20.49171397,24.42901537,15.05707602,22.39958711,20.53927081,19.75666667,2004,6,19
995841,54631,27.3,23.08048741,29.40503487,29.27794079,20.8644,25.1902437,27.68436556,35.85731304,22.6582555,29.40314865,29.32184786,29.37258127,2013,8,23
991416,54628,25.3,18.48940498,25.62945795,25.63332541,19.49518,21.89470249,23.48105374,28.96998131,19.69209175,24.81150442,27.00822426,25.23027778,2018,6,1
759127,54522,1,-2.417461022,0.400523929,-1.600432792,4.4056,-0.708730511,-1.433095767,-2.58417708,-2.227473207,5.901299563,0.271935071,-1.434444444,2011,2,20
920193,54613,9.1,4.503287917,8.393500123,6.535363748,9.44128,6.801643959,6.835465938,6.881787809,2.533056124,11.46037976,7.967253338,7.423333333,2014,3,11
488021,53997,17.5,15.635243,18.50657442,18.21961311,14.7529,16.5676215,18.37643225,21.30410041,14.00467355,20.48378976,18.5570547,17.50672222,2020,10,11
994440,54631,22,15.560851,21.90525359,20.21068508,17.4448,18.7804255,20.03063825,23.93226532,14.67251855,21.71102119,22.7210001,21.58722222,2011,5,26
132818,53687,12.5,7.352967098,11.82510875,10.67237159,11.551,9.926483549,10.26472532,11.04839959,7.021464504,13.93053517,12.31852438,11.13722222,2014,4,26
625229,54436,-13.1,-14.39929102,-13.18459811,-16.82181646,-4.17416,-13.74964551,-15.77746827,-18.23231022,-13.29310184,-3.188659348,-15.3535308,-17.46666667,2018,12,29
92664,53593,22.2,12.65015084,20.94853054,19.64166412,17.47128,17.42507542,17.92361313,21.2519396,14.47784102,19.786675,23.03163856,21.285,2004,6,2
420195,53983,3.2,-0.291173385,2.60787743,-0.315747791,5.76496,1.454413307,0.997619961,0.078790511,-5.18150114,7.476235591,0.48949741,1.063888889,2010,1,19
814611,54534,10.6,8.904008878,10.81254418,8.519949253,10.38016,9.752004439,10.70600666,11.00537405,1.969766286,14.16699028,9.219934141,9.908888889,2009,4,24
624340,54436,-3,-6.453796722,-3.660899396,-7.407181269,2.0076,-4.726898361,-5.980347542,-7.547270976,-10.63499051,2.951938806,-7.123426931,-6.278333333,2012,2,25
36675,53491,0.6,-2.822623068,-0.003705831,-2.504368937,4.16072,-1.111311534,-1.888967301,-3.075657223,-5.117805536,5.609780038,-1.38211206,-1.900555556,2011,2,23
303010,53880,-6,-8.557427605,-6.357065822,-9.364150747,0.05568,-7.278713803,-8.698070704,-10.3860912,-10.33086044,1.364968781,-8.20891006,-9.139666667,2019,1,5
694026,54507,26.9,25.00414787,30.15502015,30.52829104,20.72136,25.95207394,28.9751109,38.28022587,24.00093236,31.1734769,28.93697705,30.13985204,2008,7,11
283465,53797,9.1,3.890281264,8.215605875,6.633641705,9.4438,6.495140632,6.375710948,6.432604835,3.519704285,11.14259595,8.308769965,7.240555556,2016,3,23
839473,54594,15.6,14.66326507,16.63653006,16.06766369,13.56608,15.13163254,16.9254488,19.09593841,11.68463513,19.18847416,16.35370455,15.61777778,2017,10,8
5183,53483,13.7,4.533314989,11.92435528,9.186959345,12.24664,9.116657494,8.605986242,9.711397082,5.297143867,12.81608011,12.36285923,11.59555556,2017,4,28
857617,54601,27.9,25.54799356,31.2319148,31.71092255,21.33428,26.72399678,29.76299517,39.67638487,24.94936306,32.0207478,30.06603137,32.30338891,2016,8,2
93552,53594,-12.4,-13.57794028,-12.29119062,-15.73708238,-4.1568,-12.98897014,-14.89545521,-16.90255631,-16.70740143,-2.346226874,-13.87664444,-15.49555556,2004,12,24
239960,53788,2.1,1.097133763,2.031733543,-0.218514961,4.97718,1.598566881,1.620850322,0.079327196,-5.208308158,7.631133102,0.624027617,0.7025,2018,11,5
821437,54535,29.3,25.85805224,32.47375598,32.27995998,22.16672,27.57902612,30.52753918,40.95983385,25.21072795,32.73209137,31.68385899,34.66913533,2015,7,26
858363,54601,13,8.304599121,12.50386402,10.87124002,11.8672,10.65229956,11.16844934,12.10075665,6.133359762,14.60481163,12.36555131,11.81777778,2010,10,15
607710,54432,15.3,6.46802669,13.6932666,13.39587873,13.23088,10.88401334,10.66502002,12.06109817,11.09075415,14.2536717,16.11903875,13.51222222,2009,4,7
560587,54420,-6.4,-9.062629567,-6.795751445,-10.0394104,-0.14832,-7.731314783,-9.228972175,-10.9645724,-11.29263066,1.011898555,-9.261920545,-9.757222222,2014,12,24
794154,54530,4.8,1.114605441,4.190740513,2.35903683,6.761856,2.957302721,2.659954081,1.958719795,-0.14113043,8.581477371,3.840331026,2.818666667,2018,11,17
90001,53593,24.9,21.95829534,27.01095423,27.84777657,19.40488,23.42914767,25.9307215,32.98745944,23.02167596,27.70994097,27.00825358,25.48222222,2019,7,20
797904,54531,14.5,10.5032332,14.36314207,12.02194734,12.8152,12.5016166,13.3874249,14.81093374,6.262448645,16.31147652,13.58958325,13.67666667,2014,9,29
332653,53888,24.4,15.56141544,23.7026213,23.698383,18.85888,19.98070772,20.94306158,25.29541879,18.12749584,22.3382826,25.95947997,23.88777778,2012,6,18
1003605,54632,19.2,13.91181768,19.15237147,18.76288316,15.72976,16.55590884,17.72986326,20.68563797,14.06921993,19.80744541,20.08079094,18.66388889,2011,9,22
627549,54437,-3.4,-5.926229149,-3.77887516,-7.140886509,1.62768,-4.663114574,-5.736671861,-7.315959779,-11.78650966,3.17177301,-6.829495319,-6.065555556,2016,2,23
301711,53880,-1.5,-2.626041709,-1.631522137,-4.801838306,2.6998,-2.063020855,-2.539531282,-4.407593395,-11.87667646,4.962462729,-4.592115773,-3.322777778,2014,2,16
361566,53893,-1.3,-5.40241066,-2.373702891,-6.21582081,3.1748,-3.35120533,-4.545807995,-6.546199801,-7.551560519,3.421367108,-5.514812576,-5.113333333,2004,2,5
673291,54502,2.9,1.619062175,2.796682159,0.444801963,5.494908,2.259531087,2.316296631,0.952422451,-5.044723122,8.136445856,1.1404444,1.498944444,2018,4,5
224642,53784,31.8,24.02743864,33.23559659,32.57163327,23.52472,27.91371932,30.10457898,39.5759814,25.84375266,31.40187937,34.78173465,34.23398986,2005,6,22
306417,53882,5.2,-0.109157274,4.145512655,1.359375141,7.05472,2.545421363,1.894132045,1.315319454,-2.10801607,8.070102152,2.730658421,2.663333333,2010,3,16
877979,54605,-8.8,-10.72603199,-8.945405514,-13.06736865,-1.7688,-9.763015994,-11.38852399,-13.21724892,-18.71310274,-0.244674395,-13.46824277,-11.92722222,2003,1,2
664715,54499,22.3,19.21423567,23.71637739,23.73825217,17.75392,20.75711783,22.88467675,28.1084529,18.39941486,24.62341051,23.74332718,22.57,2006,7,23
794225,54530,0.8,-1.739518775,0.404823453,-2.612251406,4.22976,-0.469759387,-1.000639081,-2.308720781,-8.048928487,6.124270987,-2.091893082,-1.288888889,2007,12,19
247225,53789,2.6,1.140492873,2.453317721,0.266561565,5.31136,1.870246436,1.843369654,0.482327246,-4.278516346,7.846008475,1.194432323,1.108888889,2009,11,25
146869,53690,-4.2,-6.569182749,-4.534871796,-6.886065269,1.117616,-5.384591375,-6.522887062,-8.166451285,-5.51681794,2.682451746,-4.234921579,-6.898555556,2019,12,23
531016,54406,19.6,9.361559857,17.88550086,16.97763715,15.84832,14.48077993,14.46916989,16.95758968,12.39468139,17.113772,20.12342227,18.21611111,2013,5,10
74159,53585,22.7,17.98492951,23.4671041,23.59309463,17.94512,20.34246476,22.11469714,26.94983785,18.36247858,23.74753596,24.19494891,22.69666667,2005,6,30
463704,53992,4.2,0.047175571,3.453041703,0.33121973,6.40632,2.123587785,1.631381678,0.889830301,-4.409056602,7.90955177,1.310715541,1.955,2008,12,17
563792,54420,-6.9,-9.53753979,-7.390984974,-10.87734998,-0.35632,-8.218769895,-9.775154843,-11.80603706,-11.32204343,0.486822297,-10.35540134,-10.69888889,2015,3,4
832994,54540,-7.3,-9.584639247,-7.564287826,-11.44135257,-0.78136,-8.442319623,-9.962479435,-11.71442676,-15.93574334,0.607822201,-11.55870133,-10.46,2011,1,25
61395,53580,18.9,13.26617604,18.68060984,18.46791803,15.53224,16.08308802,17.13163203,19.89133984,14.21101989,19.28764394,19.9045425,18.25555556,2006,9,17
300935,53880,-3.5,-5.503097128,-3.771785253,-7.414804776,1.5112,-4.501548564,-5.457322846,-7.165757765,-13.88015966,3.292083616,-7.412206969,-5.914444444,2004,11,25
788454,54529,-1.3,-5.182031871,-2.080189831,-7.313990755,3.06632,-3.241015936,-4.380523903,-5.805079323,-11.96430021,3.945688166,-6.907097234,-4.486666667,2015,2,22
50273,53498,-5.9,-8.65870805,-6.329153131,-9.708411937,0.16744,-7.279354025,-8.736031037,-10.44791166,-11.72843805,1.307185543,-9.194574331,-9.233333333,2014,12,22
862116,54602,21.3,18.64950275,22.69661639,22.02256036,17.13708,19.97475138,22.08112706,26.85655639,16.14032679,23.8782011,22.28550639,21.54833333,2007,9,3
980244,54626,23.1,21.56065964,25.42233282,25.64702984,18.32112,22.33032982,24.94849473,31.35759037,20.27867444,26.80970363,24.76291349,23.76333333,2011,8,28
84038,53590,23.4,16.1731209,23.20313881,22.58567164,18.29192,19.78656045,21.02184068,25.35722549,16.94981611,22.52247978,24.65309288,23.02277778,2005,7,5
86628,53590,2.5,-1.581943621,1.740204115,-1.182087168,5.362,0.45902819,-0.236457715,-1.185984609,-5.059845737,6.679773715,-0.260095478,0.006666667,2020,11,1
53577,53499,24.1,16.61070142,23.90925465,24.02014059,18.71944,20.35535071,21.61602606,26.21406799,18.49527008,23.03034126,25.67376663,23.76666667,2015,8,17
219728,53783,7.1,2.528491191,6.318979695,4.697163359,8.20316,4.814245596,4.594368394,4.289623729,2.157191599,9.907441,6.328074674,5.145,2010,11,6
774831,54526,7.1,5.765163937,7.157506888,5.199460807,8.159312,6.432581969,7.021872953,6.406904891,-0.327784247,11.40535549,5.896176754,6.132,2020,3,7
661289,54455,10.4,5.445193597,9.654468899,5.866426272,10.248,7.922596798,8.035895197,8.345833971,0.43777083,12.31353762,7.933927807,8.801111111,2020,3,18
248991,53790,29.4,26.10382688,32.69550032,33.34690938,22.23752,27.75191344,30.74987016,41.38743831,26.21049228,33.02056194,31.75961285,35.16284581,2013,7,31
75302,53585,16.9,14.32100051,17.54974354,16.70758504,14.35528,15.61050025,17.16275038,19.68190244,11.55488807,19.4204146,17.326986,16.68222222,2007,9,2
85697,53590,-13.5,-15.04684659,-13.50551888,-17.52001716,-4.523,-14.27342329,-16.41513494,-18.51343517,-17.56245047,-3.331358722,-17.1725992,-17.61944444,2005,12,19
485018,53996,19.7,15.24775092,20.053747,18.77413364,16.06832,17.47387546,18.92181319,22.30011118,13.10999617,20.8794026,20.15556545,19.39666667,2015,5,5
535111,54408,23.1,16.94583545,23.30879514,22.49063195,18.14296,20.02291772,21.48737659,26.02090773,16.75136736,23.03415677,24.25890697,22.87555556,2009,5,7
642766,54452,17.7,13.89987834,18.01186164,17.09560149,14.82944,15.79993917,17.15090876,19.79035064,11.90000901,19.38476193,18.10538722,17.30111111,2009,9,24
743330,54519,-2.9,-5.95416353,-3.413782619,-6.512166017,1.99684,-4.427081765,-5.567622647,-7.055601112,-9.43856502,3.285733777,-5.852430253,-5.802777778,2003,1,21
284607,53798,25.8,21.25064289,27.33241989,27.93329081,19.90344,23.52532144,25.74198216,32.60846023,22.12310826,27.31538645,27.75502397,26.185,2005,8,30
800200,54531,23.8,21.71349349,26.04310252,25.50891138,18.74368,22.75674674,25.32912012,31.99893385,19.20765729,27.16510586,25.20035923,24.42888889,2007,7,2
32680,53490,-14.9,-16.28289617,-14.80398505,-19.44053187,-5.41808,-15.59144809,-17.87417213,-19.93986226,-22.10380457,-4.143855117,-20.19980184,-19.08111111,2006,2,7
404240,53980,9.2,5.576323673,8.775876665,6.838342422,9.49984,7.388161837,7.678242755,7.714988578,2.126371401,12.03579786,8.007863773,7.820555556,2004,11,5
621688,54436,2.9,-0.879526597,2.228851359,0.838592144,5.59232,1.010236701,0.442355052,-0.481350319,2.934507793,7.122093564,4.08818941,0.603333333,2014,11,9
845011,54596,-3.3,-6.769327959,-3.998458956,-6.540144505,1.84976,-5.03466398,-6.330995969,-8.002708864,-5.148865613,2.671871047,-4.7324164,-6.738888889,2012,2,5
790027,54529,25.6,21.3537882,27.23505764,27.2190524,19.79056,23.4768941,25.74334115,32.62722053,20.993457,27.35675296,27.37147638,26.01722222,2005,9,12
383876,53898,23.1,13.33562216,21.87904906,20.60586278,18.02244,18.21781108,18.77971662,22.41079888,15.3459162,20.48011037,24.11669815,22.275,2015,4,23
26428,53488,6.5,1.049576767,5.446358711,3.066689737,7.8496,3.774788384,3.257182575,2.880055744,-0.269312153,8.994495333,4.584145772,4.145555556,2016,3,28
311671,53883,28.4,22.87327522,30.10693801,30.98503455,21.49632,25.63663761,27.94695642,36.17431847,24.41619353,29.4729029,30.63631555,30.31747932,2010,6,26
554877,54419,-1.2,-3.40853997,-1.529300902,-3.997819001,2.96192,-2.304269985,-3.012404977,-4.546384776,-6.845228524,4.822130662,-2.789449326,-3.410555556,2017,1,6
922396,54614,24.2,18.34997061,24.75022742,23.24502493,18.84376,21.2749853,22.95847796,28.20522424,17.41906716,24.42497899,25.43019867,24.16388889,2017,6,12
94829,53594,-15.2,-16.60723145,-15.06423665,-19.47821514,-5.65424,-15.90361572,-18.23142358,-20.20009754,-21.63369497,-4.285822742,-19.78644153,-19.28055556,2014,2,9
259593,53792,18.1,15.94366843,19.09637853,17.38298048,15.12568,17.02183422,18.83575132,21.99955578,11.11984427,20.89152164,18.13852314,18.10666667,2011,9,9
323963,53885,15.1,10.82880169,14.9313321,14.28566554,13.18648,12.96440085,13.85960127,15.45181355,10.50170303,16.68059779,15.61413608,14.28444444,2003,5,10
96742,53594,15.1,11.93695829,15.30864373,13.19867611,13.20688,13.51847915,14.69071872,16.40452541,7.197990682,17.35461357,14.43096939,14.54555556,2003,4,16
264970,53794,-0.7,-3.753452816,-1.215622457,-3.870838597,3.33604,-2.226726408,-3.081089612,-4.415846704,-6.7334142,4.844247157,-2.878820243,-3.226111111,2019,12,12
717737,54513,25.4,19.41511272,26.13577547,26.1789777,19.59112,22.40755636,24.21333454,30.11613305,20.16315863,25.60832617,27.13931097,25.48388889,2005,6,17
1019277,54640,9.4,3.345582834,8.281558641,6.299689673,9.63136,6.372791417,6.081187125,6.202235567,2.773199764,10.93747521,8.09942018,7.335555556,2016,3,7
781141,54527,24.8,19.03007259,25.50964818,25.22758926,19.22336,21.91503629,23.69655444,29.32896166,19.23413441,25.13570789,26.37792741,24.85,2008,9,12
431278,53985,25.8,23.65429734,28.57479509,28.73772281,20.01088,24.72714867,27.54472301,35.7454576,22.40264119,29.53472032,27.66121066,26.62888889,2010,7,11
1024427,54644,-1.6,-4.452430421,-2.066170212,-6.582336557,2.76624,-3.02621521,-3.947322816,-5.372779786,-13.35314498,4.293668666,-6.551149183,-4.163888889,2012,12,17
533572,54408,13.1,8.080282267,12.50853092,10.70084629,11.92572,10.59014113,11.0382117,11.98024058,5.873183176,14.50550297,12.32344267,11.84944444,2013,10,10
732615,54517,7,1.520745841,5.955174157,3.696067415,8.1556,4.26037292,3.80055938,3.503314746,0.356135155,9.365197471,5.255332758,4.721666667,2009,3,9
219732,53783,23.6,20.58279495,25.34535612,25.0288692,18.57888,22.09139748,24.40509622,30.5017242,18.98904906,26.13396798,25.02726282,24.02611111,2016,7,31
664942,54499,0.6,-3.96510661,-0.382874559,-2.914067781,4.26224,-1.682553305,-2.745829958,-4.033058261,-3.67728915,4.932446811,-1.518773149,-2.605555556,2016,2,6
810445,54533,25.4,20.73784842,26.7780558,26.04786891,19.64656,23.06892421,25.20538632,31.7378909,19.80395869,26.75567241,27.00535648,25.71888889,2014,6,17
499171,54304,14.1,11.53957639,14.39557979,13.20498163,12.58628,12.81978819,14.01268229,15.42203897,8.153356597,16.8000039,14.0219658,13.57611111,2011,9,13
721655,54514,28.8,23.39337383,30.68623342,31.33312129,21.75376,26.09668692,28.48903037,37.10783938,24.51203072,30.07715333,31.08293148,31.14672845,2016,8,22
271638,53795,4.3,2.373821016,4.099435826,2.564214387,6.39988,3.336910508,3.414365762,2.38967546,0.766289684,8.956601271,4.34504882,2.848333333,2003,11,13
264410,53794,23.7,21.61645313,25.91838667,25.8951697,18.68032,22.65822656,25.21833985,31.81632634,19.98753641,27.04996346,25.2655109,24.31888889,2017,9,5
152258,53691,16.1,11.16010737,15.80503007,15.15357279,13.79908,13.63005368,14.48808053,16.33490094,11.06850164,17.16488554,16.59535938,15.25388889,2006,10,28
291733,53799,-2.2,-4.459127344,-2.534250699,-4.46504609,2.34328,-3.329563672,-4.180345508,-5.760883015,-1.497448787,4.103379433,-0.641280789,-4.562777778,2007,1,20
313656,53883,12.7,6.957760386,11.85299987,11.32345443,11.66914,9.828880193,10.04432029,10.85422467,9.572876565,13.76506795,13.51045142,11.21361111,2020,10,28
875925,54605,4.8,-0.29645705,3.797173565,1.676248695,6.80512,2.251771475,1.601657212,0.96496325,-0.564849145,7.878423686,3.226274639,2.275555556,2015,3,12
543771,54412,23.1,18.89685804,24.17907536,24.32179578,18.21632,20.99842902,22.95064353,28.21836529,18.94233676,24.58879371,24.64657064,23.24111111,2006,8,20
944709,54618,27.6,24.53585433,30.43024947,30.20604497,21.10912,26.06792717,28.88989075,38.04907991,23.41580668,30.91161837,29.67103039,30.86572542,2007,7,28
957517,54620,22.5,15.6309952,22.30711967,22.56283607,17.7425,19.0654976,20.2732464,24.28547718,17.69266329,21.89067287,24.00902653,22.07194444,2019,5,27
396690,53974,6.6,1.571008813,5.672259009,3.357417281,7.90288,4.085504406,3.68625661,3.318153998,-0.244794726,9.290389957,4.781318187,4.412222222,2004,2,12
365458,53894,18.8,10.78671691,17.7136354,17.04848672,15.40672,14.79335846,15.23403769,17.58202938,12.532513,17.66792141,19.39187348,17.67555556,2014,4,4
975941,54624,23.7,17.90615982,24.1780481,23.40304372,18.53236,20.80307991,22.43561986,27.42197144,17.53289371,23.94108592,24.97805437,23.61388889,2018,4,19
366983,53894,-0.3,-2.236654214,-0.576107396,-3.078006723,3.50688,-1.268327107,-1.791490661,-3.330271174,-7.016588444,5.556071789,-2.11391497,-2.29,2003,1,17
804610,54532,5.3,1.424138386,4.653560931,2.881600847,7.0766,3.362069193,3.08210379,2.465841352,0.438526178,8.870015664,4.407885202,3.321666667,2005,11,27
635012,54438,-2.8,-5.617825673,-3.251961414,-5.889692195,2.02816,-4.208912836,-5.277369254,-6.779302571,-7.42801634,3.467159837,-4.595936237,-5.536111111,2008,1,5
525322,54405,16.9,5.169728575,14.67130045,12.59581859,14.1676,11.03486429,10.29929643,12.41383365,8.620519911,14.27846854,16.44058524,14.90666667,2005,5,1
297303,53878,3.4,-1.133830861,2.527749754,0.49713614,5.932288,1.133084569,0.441626854,-0.388131871,-1.07174595,7.117807515,2.107079852,0.860888889,2018,12,21
871523,54604,13.2,8.899225013,12.84555734,10.89759759,11.9968,11.04961251,11.69041876,12.69893229,5.642996121,14.99990925,12.34440023,12.14222222,2008,4,22
307097,53882,1.1,-3.348558066,0.192430898,-2.614244638,4.54252,-1.124279033,-2.093418549,-3.241911982,-4.84239845,5.421924286,-1.530438501,-1.872777778,2007,2,3
138946,53688,2.5,-0.716390635,1.965483628,0.58271239,5.32,0.891804683,0.412707024,-0.617153838,3.072623525,7.082204845,4.166408396,0.372222222,2010,2,23
398546,53979,24.5,21.71308576,26.58284597,27.1821327,19.1582,23.10654288,25.59481432,32.43568606,21.95902171,27.37576575,26.42711416,25.06833333,2007,8,3
807575,54533,27.2,17.62297666,26.66091533,26.37292303,20.57456,22.41148833,23.5532325,29.06071121,20.27275137,24.60879875,29.17308088,26.85867118,2009,6,22
91788,53593,23.6,16.64484496,23.55140844,23.85300767,18.42656,20.12242248,21.45163372,25.97200631,18.62142686,22.92932508,25.2110978,23.295,2007,6,12
269331,53795,22.3,21.29373124,24.66382526,23.94956842,17.83264,21.79686562,24.44429843,30.50075877,17.63132523,26.31589694,23.43400696,22.98777778,2008,8,21
1031233,54700,7.6,6.039139299,7.631678975,5.797344522,8.47888,6.819569649,7.417354474,6.942689411,0.619683624,11.71417199,6.574497651,6.621944444,2018,11,12
904459,54610,27.8,25.59509516,31.18213815,31.12530741,21.27808,26.69754758,29.76032137,39.68299882,24.21535313,32.03947405,29.91767012,32.18734483,2016,8,1
264696,53794,7.6,4.29342885,7.18406075,4.285418863,8.4976,5.946714425,6.108071637,5.812453393,-1.649194865,10.91456307,5.309422759,6.112777778,2007,3,9
374263,53896,4.9,2.054776541,4.503668321,3.248880292,6.80128,3.477388271,3.403082406,2.616562512,3.47078117,9.032834774,5.808587475,3.221111111,2010,11,16
808962,54533,3.7,-0.633401317,2.892278976,0.174617251,6.1066,1.533299342,0.930949012,0.135404414,-3.559219769,7.446052898,1.256110816,1.300555556,2009,3,29
408903,53981,20.9,17.98721451,22.10218643,20.94571494,16.874848,19.44360726,21.43241088,25.88482074,14.89360497,23.24691485,21.62203317,21.05088889,2019,8,11
186793,53698,24,21.36946009,26.03052758,25.34320689,18.848,22.68473004,25.14709507,31.70258213,19.02941733,26.92735153,25.38436425,24.54444444,2008,6,28
227787,53785,-2,-2.827822587,-2.082951875,-5.119047159,2.3632,-2.413911294,-2.88086694,-4.885953483,-11.96480121,4.694272333,-4.80368596,-3.768333333,2006,2,6
709072,54512,-7.5,-8.768930385,-7.571155474,-10.12332316,-1.074,-8.134465192,-9.426697788,-11.46716757,-7.339095522,0.810844994,-6.06271753,-10.05333333,2008,1,19
722438,54514,24.6,16.38911022,24.1895612,24.31178291,19.00528,20.49455511,21.63983267,26.26034203,18.69554304,22.99284342,26.22958388,24.21222222,2017,5,25
925589,54614,5,0.455673808,4.163425055,1.464931868,6.91,2.727836904,2.241755356,1.625148263,-2.550061429,8.31739112,2.641123821,2.730555556,2004,11,11
410544,53981,-6.9,-9.563439184,-7.358858096,-10.13314372,-0.38336,-8.231719592,-9.794579388,-11.72491669,-7.012373812,0.544212584,-7.875487979,-10.59444444,2004,1,26
904899,54610,17.6,14.51725197,18.16630326,17.93063933,14.78496,16.05862598,17.57593897,20.31261574,13.9449248,19.76829628,18.66787361,17.34777778,2008,10,20
757680,54522,23.5,19.17087562,24.60594511,24.85631373,18.46342,21.33543781,23.30815671,28.76701139,19.48173906,24.92075648,25.13162213,23.66283333,2018,9,12
1035873,54701,0.7,-2.212743728,0.220991152,-1.629735317,4.18936,-0.756371864,-1.393557796,-2.640597342,-1.433736518,5.903525103,0.694736185,-1.555555556,2015,1,14
201226,53773,3.7,2.125294421,3.557936777,1.689760707,6.01084,2.912647211,2.999970816,1.816190363,-1.859980285,8.635159789,2.904229211,2.292777778,2011,11,20
962344,54621,8.5,6.866102273,8.569887343,7.288533948,9.0496,7.683051137,8.379576705,8.12096554,3.801620136,12.42134421,8.432463346,7.598888889,2015,11,13
199456,53773,9.3,2.46369589,7.951472723,5.65424793,9.57244,5.881847945,5.381771917,5.501068625,2.217768048,10.45546718,7.657701097,6.990555556,2006,3,26
502178,54398,-6.4,-9.166134842,-6.879208584,-9.985280531,-0.08272,-7.783067421,-9.306601132,-11.17530168,-9.578057586,0.862813756,-8.872882518,-10.01833333,2010,1,1
628182,54437,1.6,-1.332811058,1.122696597,-1.211730366,4.74832,0.133594471,-0.391608293,-1.554491093,-4.413705493,6.54548983,-0.092323205,-0.539444444,2011,2,22
267728,53794,0.8,-3.014020932,0.091380571,-3.417199481,4.31072,-1.107010466,-1.956515699,-3.100164058,-7.907279081,5.56434802,-2.805438836,-1.863333333,2009,2,15
168161,53694,24,14.55676709,23.01147422,22.79361293,18.5904,19.27838354,20.03757532,24.07947241,17.30744013,21.5342244,25.43587286,23.34333333,2008,5,20
923589,54614,19.9,15.17575081,20.1758963,18.60090573,16.18552,17.5378754,18.94381311,22.34393815,12.89462812,20.88231475,20.26875923,19.56444444,2008,5,7
